0	1	2	3	4	5	6
0.613728078848	0.804170552687	0.340304453054	0.640624019288	0.8941231655	0.469238296092	0.957296696187
0.848018983035	0.551409095853	0.549314681655	0.870179478741	0.704027337041	0.866809816115	0.931458356443
NA	0.739745392597	0.714177752878	0.827425269143	NA	0.941945687814	0.904285361747
NA	0.884628833369	0.883404406999	0.965693690457	NA	NA	NA
NA	0.975956709532	0.896638017667	0.966914534477	NA	NA	NA
NA	0.820273421432	0.490760720245	0.991213038423	NA	NA	NA
NA	0.581906125966	0.45898058532	0.960099572471	NA	NA	NA
NA	0.93442315603	0.97764002256	0.527612916056	NA	NA	NA
NA	0.952429940088	0.958054940145	0.974577906739	NA	NA	NA
NA	0.947631535596	0.973293671144	0.742951963668	NA	NA	NA
NA	0.98193287989	0.987562982181	0.939013836644	NA	NA	NA
NA	0.960877260895	0.973481621839	0.898025345945	NA	NA	NA
NA	0.955496643228	0.758743995098	0.789151266679	NA	NA	NA
NA	0.960417072099	0.790448174304	0.667248825969	NA	NA	NA
NA	0.969107632673	0.917115487741	NA	NA	NA	NA
NA	0.983074466328	0.870014297909	NA	NA	NA	NA
NA	0.938245125363	0.870199260918	NA	NA	NA	NA
NA	0.496400992154	0.931566127719	NA	NA	NA	NA
NA	0.913102054251	0.938285798606	NA	NA	NA	NA
NA	0.373393846754	0.901308501788	NA	NA	NA	NA
NA	0.764806310528	0.918367194275	NA	NA	NA	NA
NA	0.613761349355	0.973890133156	NA	NA	NA	NA
NA	0.859472762806	0.965607795553	NA	NA	NA	NA
NA	0.99553071038	0.980523267247	NA	NA	NA	NA
NA	0.526039147739	0.948447765697	NA	NA	NA	NA
NA	0.565142084185	0.698092385648	NA	NA	NA	NA
NA	0.974548055496	0.925319597259	NA	NA	NA	NA
NA	0.966650428693	NA	NA	NA	NA	NA
NA	0.896424144732	NA	NA	NA	NA	NA
NA	0.923810790502	NA	NA	NA	NA	NA
NA	0.808513333717	NA	NA	NA	NA	NA
NA	0.993902935347	NA	NA	NA	NA	NA
NA	0.959913482541	NA	NA	NA	NA	NA
