0.0	1.1	1.2	2.1	2.2	2.3	3.1	3.3	3.5	4.2	5.1	6.2
0.858449423303	0.662723367789	0.691739543767	0.685742745305	0.775629495364	0.777479988191	0.869600254321	0.810963855043	0.817437156503	0.868030216819	0.807087121928	0.808172032537
0.900336550044	0.763555847236	0.738368586052	0.915150744865	0.7529296309	0.789171011742	0.883495881842	0.827625930875	0.876953293231	0.837253872965	0.829430796274	0.811614115171
NA	0.845146563419	0.866282255979	0.732509511644	0.833170140514	0.770771280651	0.868331137601	0.827327518603	0.873867075302	NA	0.818925101922	0.866273236298
NA	0.862200224769	0.810938376285	NA	NA	0.834697408966	NA	0.814046432968	0.857152450368	NA	NA	NA
NA	0.734162524663	0.763706908229	NA	NA	0.848889483999	NA	NA	0.873250493225	NA	NA	NA
NA	0.814199697165	0.820608443192	NA	NA	0.827832694683	NA	NA	0.819908462598	NA	NA	NA
NA	0.770246063261	0.791017805522	NA	NA	0.886055339476	NA	NA	0.809982096711	NA	NA	NA
NA	0.767225488169	0.850309248942	NA	NA	0.880535118205	NA	NA	NA	NA	NA	NA
NA	0.803563827619	0.757809021438	NA	NA	0.824278304588	NA	NA	NA	NA	NA	NA
NA	0.76549369625	0.667032563179	NA	NA	0.807329690319	NA	NA	NA	NA	NA	NA
NA	0.77686607833	0.788055624672	NA	NA	0.813992674426	NA	NA	NA	NA	NA	NA
NA	0.81366990303	0.685976476616	NA	NA	0.826045670976	NA	NA	NA	NA	NA	NA
NA	0.793330666217	NA	NA	NA	0.791947120819	NA	NA	NA	NA	NA	NA
NA	0.873606247845	NA	NA	NA	0.762357748558	NA	NA	NA	NA	NA	NA
NA	0.748959388532	NA	NA	NA	0.779156907301	NA	NA	NA	NA	NA	NA
NA	0.682358606758	NA	NA	NA	0.820912149723	NA	NA	NA	NA	NA	NA
NA	0.963774774674	NA	NA	NA	0.841554122048	NA	NA	NA	NA	NA	NA
NA	0.765138290797	NA	NA	NA	0.827384365198	NA	NA	NA	NA	NA	NA
NA	0.755104759709	NA	NA	NA	0.787951246989	NA	NA	NA	NA	NA	NA
NA	0.890111059017	NA	NA	NA	0.84273223728	NA	NA	NA	NA	NA	NA
NA	0.746299244244	NA	NA	NA	0.923604977189	NA	NA	NA	NA	NA	NA
